make_model;body_type;price;vat;km;Type;Fuel;Gears;Comfort_Convenience;Entertainment_Media;Extras;Safety_Security;age;Previous_Owners;hp_kW;Inspection_new;Paint_Type;Upholstery_type;Gearing_Type;Displacement_cc;Weight_kg;Drive_chain;cons_comb
Opel Corsa;Compact;11990;VAT deductible;9945;Used;Benzine;5;Air conditioning,Cruise control,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Seat heating,Start-stop system;Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels,Touch screen,Voice Control;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency system,Fog lights,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;1;1;66;1;Metallic;Cloth;Automatic;1398;1141;front;4.7
Opel Corsa;Compact;11990;VAT deductible;17645;Used;Benzine;6;Air conditioning,Electrical side mirrors,Hill Holder,Power windows;Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;1;1;66;0;Metallic;Cloth;Automatic;1398;1199;front;6
Opel Corsa;Compact;11990;VAT deductible;13341;Used;Benzine;6;Air conditioning,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating;Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB;Touch screen,Voice Control;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;2;2;66;0;Metallic;Cloth;Automatic;1398;1199;front;6
Opel Corsa;Sedans;11990;VAT deductible;22635;Used;Benzine;6;Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor;Bluetooth,Digital radio,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels,Voice Control;ABS,Adaptive headlights,Driver-side airbag,Electronic stability control,Fog lights,Isofix,LED Daytime Running Lights,Passenger-side airbag,Side airbag,Traction control;3;1;66;0;Metallic;Cloth;Automatic;1398;1203;front;6.2
Opel Corsa;Compact;11990;VAT deductible;17645;Used;Benzine;6;Air conditioning,Electrical side mirrors,Hill Holder,Power windows;Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;1;1;66;0;Metallic;Cloth;Automatic;1398;1199;front;6
Opel Corsa;Sedans;11990;VAT deductible;12980;Used;Benzine;6;Air conditioning,Electrical side mirrors,Light sensor,Multi-function steering wheel,Navigation system,Power windows,Split rear seats,Start-stop system;Bluetooth,CD player,On-board computer,Radio,USB;Alloy wheels,Touch screen;ABS,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Head airbag,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system;1;1;66;0;Metallic;Cloth;Automatic;1398;1163;front;6
Opel Corsa;Sedans;11990;VAT deductible;16680;Used;Benzine;5;Air conditioning,Electrical side mirrors,Light sensor,Multi-function steering wheel,Navigation system,Power windows,Rain sensor;Bluetooth,CD player,MP3,On-board computer,Radio;Alloy wheels;ABS,Central door lock,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control;1;1;66;0;Metallic;Cloth;Automatic;1398;1160;front;5
Opel Corsa;Sedans;11990;VAT deductible;40596;Used;Benzine;6;Air conditioning,Leather steering wheel,Multi-function steering wheel,Power windows;On-board computer;Alloy wheels;ABS,Central door lock,Daytime running lights,Driver-side airbag,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control;1;1;66;1;Metallic;Cloth;Automatic;1398;1163;front;5.9
Opel Corsa;Compact;11490;VAT deductible;28913;Used;Benzine;6;Air conditioning,Cruise control,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Seat heating;Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels;ABS,Central door lock,Daytime running lights,Electronic stability control,Fog lights,Immobilizer,Isofix,Power steering,Tire pressure monitoring system,Traction control;2;1;66;1;Metallic;Cloth;Automatic;1398;1163;front;4.9
Opel Corsa;Compact;11985;VAT deductible;10409;Used;Benzine;6;Air conditioning,Electrical side mirrors,Leather steering wheel,Multi-function steering wheel,Power windows,Seat heating;Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio;Alloy wheels;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Isofix,Passenger-side airbag,Power steering,Side airbag;3;1;66;0;Metallic;Cloth;Automatic;1398;1163;front;6
Opel Corsa;Compact;11480;VAT deductible;69300;Used;Diesel;6;Air conditioning,Automatic climate control,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Seat heating,Start-stop system;Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels,Sport package,Sport seats;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition,Xenon headlights;3;1;70;0;Metallic;Cloth;Automatic;1398;1163;front;5.6
Opel Corsa;Compact;11450;VAT deductible;32177;Used;Benzine;6;Air conditioning,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Power windows,Rain sensor,Seat heating;Bluetooth,Hands-free equipment,MP3,On-board computer,Radio;Alloy wheels;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;2;2;66;1;Metallic;Cloth;Automatic;1398;1163;front;5.9
Opel Corsa;Sedans;11450;VAT deductible;24330;Used;Benzine;6;Air conditioning,Cruise control,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Seat heating;Bluetooth,CD player,On-board computer,Radio;Alloy wheels;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;2;1;66;1;Metallic;Cloth;Automatic;1398;1163;front;5.2
Opel Corsa;Compact;11490;VAT deductible;63600;Used;Benzine;5;Air conditioning,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,Digital radio,Hands-free equipment,On-board computer,Radio,USB;Alloy wheels,Sport package,Touch screen,Trailer hitch;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition;3;1;66;1;Metallic;Cloth;Automatic;1398;1163;front;4.7
Opel Corsa;Compact;11450;VAT deductible;22500;Used;Benzine;6;Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Seat heating;Bluetooth,CD player,On-board computer;Alloy wheels;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control;2;1;66;1;Metallic;Cloth;Automatic;1398;1163;front;5.9
Opel Corsa;Compact;11490;VAT deductible;15515;Used;Benzine;5;Air conditioning,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,CD player,On-board computer,Radio,USB;Alloy wheels,Catalytic Converter;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;2;1;66;0;Metallic;Cloth;Automatic;1398;1163;front;4.7
Opel Corsa;Compact;11399;VAT deductible;16642;Used;Benzine;6;Air conditioning,Cruise control,Electrical side mirrors,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows;Bluetooth,MP3,On-board computer;Alloy wheels;ABS,Central door lock,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering;2;1;66;0;Uni/basic;Cloth;Automatic;1400;1163;front;5.6
Opel Corsa;Sedans;11390;VAT deductible;19300;Used;Benzine;6;Air conditioning,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Seat heating,Split rear seats,Tinted windows;Bluetooth,CD player,MP3,On-board computer,Radio,USB;Alloy wheels,Catalytic Converter;ABS,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;2;0;66;0;Metallic;Cloth;Automatic;1398;1199;front;5.9
Opel Corsa;Sedans;11375;VAT deductible;23524;Used;Benzine;6;Air conditioning,Electrical side mirrors,Light sensor,Multi-function steering wheel,Navigation system,Power windows,Rain sensor;Bluetooth,MP3,On-board computer;Alloy wheels;ABS,Central door lock,Driver-side airbag,Electronic stability control,Fog lights,Isofix,Passenger-side airbag,Power steering;1;1;66;0;Metallic;Cloth;Automatic;1398;1237;front;5.3
Opel Corsa;Sedans;11370;VAT deductible;12710;Used;Benzine;6;Air conditioning,Cruise control,Leather steering wheel,Power windows;CD player,On-board computer,Radio;Alloy wheels;ABS,Central door lock,Driver-side airbag,Electronic stability control,Fog lights,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control;3;1;66;0;Metallic;Cloth;Automatic;1398;1163;front;5.9
Opel Corsa;Compact;11350;VAT deductible;25803;Used;Benzine;6;Air conditioning,Automatic climate control,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Sunroof;Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio;Alloy wheels;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights;3;1;66;1;Metallic;Cloth;Automatic;1398;1163;front;5.9
Opel Corsa;Sedans;11300;VAT deductible;11687;Used;Benzine;6;Air conditioning,Electrical side mirrors,Navigation system,Power windows;Bluetooth,CD player,MP3,On-board computer;Alloy wheels;ABS,Central door lock with remote control,Driver-side airbag,Electronic stability control,Head airbag,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system;2;1;66;0;Metallic;Cloth;Automatic;1398;1163;front;6
Opel Corsa;Sedans;11300;VAT deductible;11500;Used;Benzine;6;Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Light sensor,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor;Radio;Alloy wheels;Electronic stability control,Fog lights,Immobilizer,Power steering;2;1;66;0;Perl effect;Cloth;Automatic;1398;1163;front;5.3
Opel Corsa;Sedans;11447;VAT deductible;12710;Used;Benzine;6;Air conditioning,Electrical side mirrors,Multi-function steering wheel,Navigation system,Start-stop system;On-board computer;Alloy wheels;ABS,Central door lock,Driver-side airbag,Fog lights,Isofix,Passenger-side airbag,Power steering;1;1;66;0;Uni/basic;Cloth;Automatic;1398;1163;front;5.3
Opel Corsa;Sedans;11290;VAT deductible;19507;Used;Benzine;5;Air conditioning,Automatic climate control,Cruise control,Hill Holder,Multi-function steering wheel,Power windows,Start-stop system;Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels,Voice Control;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;1;1;66;0;Metallic;Cloth;Automatic;1398;1163;front;5.1
Opel Corsa;Sedans;11300;VAT deductible;11500;Used;Benzine;6;Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Light sensor,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor;Radio;Alloy wheels;Electronic stability control,Fog lights,Immobilizer,Power steering;2;1;66;0;Metallic;Cloth;Automatic;1398;1163;front;5.3
Opel Corsa;Sedans;11290;VAT deductible;20000;Used;Benzine;6;Air conditioning,Cruise control,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating;Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels,Catalytic Converter;ABS,Central door lock,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights;3;2;66;1;Metallic;Cloth;Automatic;1398;1199;front;5.9
Opel Corsa;Compact;10950;VAT deductible;51017;Used;Benzine;6;Air conditioning,Cruise control,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating;Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels,Touch screen,Trailer hitch;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition,Xenon headlights;3;1;66;1;Metallic;Cloth;Automatic;1398;1163;front;5.6
Opel Corsa;Compact;10990;VAT deductible;25050;Used;Benzine;6;Air conditioning,Electrical side mirrors,Hill Holder,Power windows;Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;1;1;66;0;Metallic;Cloth;Automatic;1398;1199;front;6
Opel Corsa;Sedans;11300;VAT deductible;11500;Used;Benzine;6;Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Light sensor,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor;Radio;Alloy wheels;Electronic stability control,Fog lights,Immobilizer,Power steering;2;1;66;0;Metallic;Cloth;Automatic;1398;1163;front;5.3
Opel Corsa;Sedans;10990;VAT deductible;21900;Used;Benzine;6;Air conditioning,Light sensor,Multi-function steering wheel,Navigation system,Power windows,Rain sensor;Bluetooth,On-board computer;Alloy wheels;ABS,Alarm system,Central door lock,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Passenger-side airbag,Power steering,Side airbag;1;1;66;0;Metallic;Cloth;Automatic;1398;1163;front;5.3
Opel Corsa;Compact;10980;VAT deductible;43260;Used;Benzine;6;Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Heated steering wheel,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Seat heating,Start-stop system;Digital radio,Hands-free equipment,On-board computer,USB;Alloy wheels;ABS,Central door lock,Daytime running lights,Driver-side airbag,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;2;1;66;1;Metallic;Cloth;Automatic;1398;1163;front;4.7
Opel Corsa;Sedans;11970;VAT deductible;25000;Employee's car;Benzine;5;Air conditioning,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Split rear seats,Start-stop system,Tinted windows;Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels,Catalytic Converter,Voice Control;ABS,Central door lock with remote control,Driver-side airbag,Electronic stability control,Emergency system,Fog lights,Head airbag,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;1;1;66;1;Metallic;Cloth;Automatic;1398;1163;front;4.7
Opel Corsa;Compact;11290;VAT deductible;69266;Used;Benzine;6;Air conditioning,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Multi-function steering wheel,Navigation system,Power windows,Seat heating;Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels,Catalytic Converter,Touch screen;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;2;1;66;1;Metallic;Cloth;Automatic;1398;1199;front;6
Opel Corsa;Compact;11985;VAT deductible;22000;Used;Benzine;6;Air conditioning,Cruise control,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Seat heating,Start-stop system;Bluetooth,CD player,Hands-free equipment,On-board computer,Radio,USB;Alloy wheels;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system;2;1;66;0;Metallic;Cloth;Automatic;1398;1163;front;6
Opel Corsa;Compact;11980;VAT deductible;800;Used;Benzine;6;Air conditioning,Electrical side mirrors,Hill Holder,Power windows,Start-stop system;Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB;Alloy wheels;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;1;1;66;0;Metallic;Cloth;Automatic;1398;1163;front;4.9
Opel Corsa;Compact;11950;VAT deductible;9200;Used;Benzine;5;Air conditioning,Cruise control,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Multi-function steering wheel,Navigation system,Power windows,Seat heating,Start-stop system;Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels;ABS,Alarm system,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency system,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;2;1;66;1;Metallic;Cloth;Automatic;1398;1163;front;4.7
Opel Corsa;Sedans;11980;VAT deductible;24100;Used;Benzine;6;Air conditioning,Cruise control,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Multi-function steering wheel,Navigation system,Power windows,Seat heating,Split rear seats;Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB;Catalytic Converter,Touch screen;ABS,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Rear airbag,Side airbag,Tire pressure monitoring system,Traction control;1;1;66;1;Metallic;Cloth;Automatic;1398;1163;front;6.2
Opel Corsa;Sedans;11980;VAT deductible;17653;Used;Benzine;5;Air conditioning,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB;Touch screen,Voice Control;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;3;2;66;1;Metallic;Cloth;Automatic;1398;1163;front;4.8
Opel Corsa;Compact;11950;VAT deductible;20115;Used;Benzine;6;Air conditioning,Cruise control,Electrical side mirrors,Heated steering wheel,Leather steering wheel,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Seat heating,Start-stop system;Bluetooth,Hands-free equipment,On-board computer,Radio,USB;Alloy wheels,Touch screen;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control;2;1;66;1;Metallic;Cloth;Automatic;1398;1163;front;4.8
Opel Corsa;Compact;11950;VAT deductible;8000;Used;Benzine;5;Air conditioning,Cruise control,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Multi-function steering wheel,Navigation system,Power windows,Seat heating,Start-stop system;Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels;ABS,Alarm system,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency system,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;2;1;66;1;Metallic;Cloth;Automatic;1398;1163;front;4.7
Opel Corsa;Sedans;11950;VAT deductible;29800;Used;Benzine;6;Air conditioning,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating;Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;2;1;66;1;Metallic;Cloth;Automatic;1398;1199;front;6
Opel Corsa;Sedans;11900;Price negotiable;8300;Used;Benzine;6;Air conditioning,Cruise control,Electrical side mirrors,Heated steering wheel,Leather steering wheel,Light sensor,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating;CD player,Radio;Alloy wheels;ABS,Adaptive headlights,Central door lock,Daytime running lights,Fog lights,Power steering,Tire pressure monitoring system,Xenon headlights;3;1;66;0;Metallic;Cloth;Automatic;1398;1163;front;5.3
Opel Corsa;Sedans;11900;Price negotiable;31000;Used;Benzine;6;Air conditioning,Cruise control,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Light sensor,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating;Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;3;1;66;1;Metallic;Cloth;Automatic;1398;1199;front;5.9
Opel Corsa;Sedans;11900;Price negotiable;17900;Used;Benzine;6;Air conditioning,Electrical side mirrors,Power windows,Start-stop system;Bluetooth,CD player,Radio,USB;Alloy wheels;ABS,Central door lock,Driver-side airbag,Electronic stability control,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system;1;1;66;0;Metallic;Cloth;Automatic;1398;1088;front;4.7
Opel Corsa;Compact;11900;VAT deductible;16168;Used;Benzine;5;Air conditioning,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Hill Holder,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,CD player,On-board computer,Radio,USB;Alloy wheels,Catalytic Converter;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;3;1;66;1;Metallic;Cloth;Automatic;1398;1163;front;4.8
Opel Corsa;Sedans;11900;VAT deductible;17900;Used;Benzine;6;Air conditioning,Electrical side mirrors,Power windows,Start-stop system;Bluetooth,CD player,Radio,USB;Alloy wheels;ABS,Central door lock,Driver-side airbag,Electronic stability control,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system;1;1;66;0;Metallic;Cloth;Automatic;1398;1088;front;4.7
Opel Corsa;Compact;11890;VAT deductible;42900;Used;Benzine;6;Air conditioning,Electrical side mirrors,Heated steering wheel,Leather steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating;Bluetooth,On-board computer,Radio,Sound system,USB;Alloy wheels;ABS,Central door lock,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control;2;1;66;1;Metallic;Cloth;Automatic;1398;1163;front;6
Opel Corsa;Sedans;11890;VAT deductible;20495;Used;Benzine;5;Air conditioning,Navigation system;Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;1;1;66;0;Uni/basic;Cloth;Automatic;1398;1163;front;5.3
Opel Corsa;Compact;11890;VAT deductible;12819;Used;Benzine;6;Air conditioning,Cruise control,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Seat heating,Start-stop system;Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB;Catalytic Converter,Touch screen,Voice Control;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;2;1;66;1;Metallic;Cloth;Automatic;1398;1163;front;6
Opel Corsa;Compact;11890;VAT deductible;3610;Demonstration;Benzine;6;Air conditioning,Cruise control,Electrical side mirrors,Heated steering wheel,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating;Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels,Catalytic Converter,Touch screen;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency system,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;1;1;66;1;Metallic;Cloth;Automatic;1398;1163;front;6
